@relation 'datubasea-weka.filters.unsupervised.instance.imagefilter.BinaryPatternsPyramidFilter-D/home/sophyelord/git/WISLH/WISLH/resources/images/original-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute 'Spatial Pyramid of Local Binary Patterns3' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns4' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns9' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns16' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns31' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns76' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns81' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns112' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns117' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns153' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns160' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns214' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns215' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns220' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns224' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns252' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns295' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns304' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns309' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns323' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns325' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns327' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns328' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns355' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns359' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns363' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns387' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns396' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns397' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns398' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns399' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns400' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns405' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns427' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns435' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns436' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns440' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns441' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns471' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns472' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns476' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns504' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns512' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns513' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns535' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns540' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns541' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns543' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns549' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns585' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns597' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns615' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns628' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns657' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns664' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns711' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns728' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns729' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns736' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns755' numeric
@attribute class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}

@data
0,5,1,8,0,2,3,4,2,1,11,0,0,5,15,9,0,0,0,0,0,0,0,0,0,0,3,3,5,2,0,4,1,0,0,0,0,0,0,0,0,4,9,3,0,5,9,1,2,0,0,0,0,3,0,1,0,0,0,0,airplanes
1,5,2,14,0,1,2,5,0,2,15,3,15,2,15,2,0,0,0,15,0,0,0,0,0,1,4,4,8,3,1,6,0,0,0,0,15,0,0,0,0,10,1,7,1,8,15,2,5,0,0,0,15,0,15,4,4,0,15,0,airplanes
0,7,2,12,0,5,2,5,2,3,13,10,5,4,15,3,1,11,1,9,0,0,0,0,0,0,4,2,6,2,0,3,2,0,0,5,15,3,1,5,15,8,12,5,1,7,12,1,2,3,1,0,15,2,15,8,11,3,11,11,airplanes
0,5,0,8,0,4,2,5,0,1,14,4,6,5,15,0,0,4,0,0,0,0,0,0,0,0,1,5,12,3,0,6,1,1,0,15,8,0,0,0,0,5,8,4,1,4,9,1,1,2,0,0,15,2,15,3,2,0,15,0,airplanes
0,5,1,6,0,5,0,4,1,1,8,11,6,5,15,2,0,0,0,0,2,0,0,0,4,0,1,4,10,4,0,4,1,0,0,0,0,0,0,0,0,3,15,0,0,7,15,0,4,0,0,0,0,0,0,5,15,0,8,0,airplanes
0,5,6,10,0,3,2,2,7,6,9,3,15,8,15,4,0,10,0,15,9,0,1,0,6,0,4,3,15,2,0,3,6,0,0,0,0,3,0,2,5,0,0,0,0,6,15,0,8,3,0,0,2,2,15,4,1,2,1,15,airplanes
0,7,4,11,0,8,3,5,5,5,10,15,4,8,15,4,0,5,0,9,2,0,3,0,3,0,5,6,15,4,1,4,4,0,0,3,15,6,0,8,15,3,15,2,0,7,12,0,6,6,0,0,14,4,9,4,15,2,9,9,airplanes
1,7,2,13,0,8,3,6,2,4,15,7,8,9,15,4,0,6,0,8,7,1,5,0,7,1,6,5,9,3,0,6,1,0,0,5,15,3,2,11,15,3,15,0,0,7,8,1,2,6,0,0,14,5,15,7,12,6,14,13,airplanes
0,6,2,10,0,9,1,4,2,2,12,5,15,3,15,3,0,11,0,9,0,0,0,0,14,0,7,2,7,1,0,3,2,0,0,4,15,3,0,0,0,7,12,0,0,4,11,0,4,2,0,6,15,0,9,6,12,3,12,8,airplanes
0,5,2,10,0,8,0,4,1,5,13,3,15,3,15,4,0,13,0,15,0,0,0,0,0,0,0,3,7,3,0,4,1,0,0,12,12,0,0,0,0,0,15,0,0,8,15,0,5,8,0,0,0,0,0,4,8,0,15,4,airplanes
0,5,1,6,0,5,3,5,3,1,6,1,15,3,15,3,0,0,0,15,0,0,0,0,0,0,1,3,11,3,0,6,3,1,0,0,0,0,0,0,0,4,15,3,0,4,6,0,2,1,0,0,0,2,11,1,0,0,0,0,airplanes
0,4,1,10,0,3,2,4,0,2,9,15,8,2,15,1,0,11,0,1,15,0,2,0,9,1,2,3,7,2,0,4,1,0,0,5,15,1,0,2,15,2,15,2,0,2,5,0,1,2,0,0,15,5,15,3,15,1,11,9,airplanes
0,6,2,11,0,6,1,6,3,3,14,3,2,7,15,4,0,15,0,7,5,0,10,0,2,0,3,4,10,3,0,6,2,0,0,7,15,6,0,8,13,3,15,0,0,4,10,1,1,1,0,0,15,4,10,3,10,3,12,15,airplanes
0,7,3,12,0,8,3,4,2,4,15,5,9,7,15,4,0,4,0,15,15,0,6,0,3,0,4,3,9,3,0,3,1,0,0,3,15,0,0,7,11,7,13,4,1,9,13,1,6,1,0,0,15,2,15,10,9,4,15,9,airplanes
1,7,4,11,1,5,5,6,3,3,11,15,15,7,15,7,0,15,0,8,15,1,7,0,10,0,2,4,6,4,0,8,1,0,0,5,15,2,2,12,14,2,5,4,0,7,13,1,2,2,0,0,2,8,1,6,8,3,11,11,airplanes
0,5,5,13,0,7,5,3,8,6,15,4,4,7,14,2,0,9,0,11,1,0,4,0,4,0,3,3,8,2,0,3,6,1,0,2,10,9,0,11,15,4,14,10,0,3,9,0,7,5,0,0,15,7,13,7,10,7,15,6,airplanes
0,5,5,11,0,3,7,3,2,2,10,6,10,5,10,2,0,14,0,10,15,0,1,0,13,0,3,6,11,2,0,6,1,0,0,2,15,4,0,2,4,4,12,5,0,5,10,1,2,4,0,0,3,3,13,5,15,5,15,9,airplanes
0,4,1,8,0,5,2,4,1,4,15,9,15,2,15,2,0,0,0,6,0,0,2,0,0,0,2,6,8,4,1,6,1,0,1,2,15,0,0,7,15,1,15,0,0,7,14,0,3,0,0,0,15,15,8,1,0,0,15,0,airplanes
0,5,5,10,0,4,6,4,3,4,10,15,13,6,15,6,1,6,1,12,11,0,4,0,14,0,0,5,15,3,0,4,2,0,0,4,11,3,0,5,12,0,9,1,0,6,11,2,2,4,0,0,8,3,15,5,9,3,8,11,airplanes
0,4,3,12,0,7,1,3,5,4,11,4,3,2,15,3,0,15,0,15,0,0,5,0,1,0,1,2,10,1,0,4,5,0,0,3,14,5,0,5,15,0,15,0,0,3,8,0,3,7,0,0,15,0,15,3,15,2,9,3,airplanes
0,6,2,11,0,10,4,5,3,2,10,6,5,5,15,2,0,15,0,4,11,0,9,0,6,0,3,5,10,3,0,6,3,0,0,4,15,3,0,9,11,9,15,3,0,6,9,0,1,1,0,0,15,4,9,5,15,1,9,8,airplanes
0,7,6,12,1,6,7,6,2,4,11,8,8,5,15,4,0,10,0,2,15,0,8,1,6,1,5,6,11,4,1,5,2,1,0,6,11,2,0,10,13,6,15,7,0,10,15,1,3,0,0,0,12,11,5,4,6,0,0,15,airplanes
0,5,1,14,0,0,0,5,1,3,15,5,15,4,15,5,0,0,0,15,0,0,0,0,0,0,2,4,7,3,0,5,2,0,0,5,15,0,0,0,0,0,5,0,5,9,12,1,5,1,0,0,0,0,0,6,15,0,12,0,airplanes
0,6,0,9,0,7,0,6,0,1,6,8,3,6,15,3,0,0,0,15,5,0,4,1,5,0,5,1,3,2,0,6,0,0,0,0,0,0,1,3,15,3,15,0,0,4,11,0,0,0,0,0,15,0,9,0,15,0,6,0,airplanes
0,5,1,9,0,5,1,4,1,3,10,3,2,2,15,3,0,2,0,7,0,0,0,0,0,1,3,4,10,2,0,4,1,0,0,0,0,0,0,0,0,8,8,1,1,3,10,0,1,0,0,0,15,2,15,3,1,15,11,13,airplanes
0,5,3,11,0,2,3,7,4,3,12,3,15,3,13,2,0,4,0,10,0,0,0,0,0,0,2,5,10,4,2,8,2,0,0,6,15,3,0,0,0,4,2,4,0,5,9,0,2,4,0,0,0,0,7,2,7,7,11,5,airplanes
0,6,2,8,0,4,1,7,3,3,8,11,6,9,15,1,0,8,0,5,5,0,5,0,9,0,3,3,6,4,0,6,1,0,0,4,8,4,0,2,11,2,15,0,0,2,3,0,0,5,0,0,8,0,9,3,10,6,4,2,airplanes
1,4,2,8,1,4,3,5,3,2,10,2,15,3,15,2,0,15,0,12,12,0,15,0,9,1,1,5,15,5,1,5,4,1,0,0,0,0,0,0,0,9,14,2,1,4,13,1,3,1,0,0,0,2,8,11,0,0,0,0,airplanes
0,7,5,9,0,11,5,4,7,6,7,6,10,2,9,2,0,7,0,8,15,0,12,1,11,2,8,2,8,1,0,3,3,0,0,3,5,5,0,10,7,13,11,3,0,8,15,0,6,6,0,0,6,2,15,5,3,7,3,10,airplanes
0,4,5,13,0,3,10,4,3,2,13,7,8,6,15,2,0,15,1,0,1,0,4,0,4,0,3,5,14,3,0,4,2,0,0,7,15,2,0,0,0,2,7,5,0,5,11,1,1,1,0,0,1,13,15,2,15,6,9,2,airplanes
0,4,2,7,0,6,0,2,2,2,9,1,15,2,15,4,0,3,0,15,0,0,0,0,0,0,0,4,14,3,0,3,2,0,0,0,0,0,0,0,0,0,15,0,0,8,13,1,3,0,0,0,0,0,15,3,0,0,0,0,airplanes
0,7,1,11,0,7,0,7,1,1,10,15,6,7,15,8,0,10,0,5,12,2,8,1,8,0,4,5,12,4,0,6,2,0,0,7,15,1,0,2,12,3,15,0,1,4,8,0,0,0,0,0,15,0,15,2,15,0,15,5,airplanes
0,6,5,10,0,6,6,3,4,4,10,15,11,9,14,4,0,10,0,11,11,0,7,1,10,1,7,6,15,3,0,4,2,0,0,2,10,5,0,6,9,1,10,2,0,6,15,1,2,4,0,1,7,5,4,3,10,3,9,14,airplanes
1,6,2,8,1,9,1,3,1,4,9,15,5,10,15,3,0,0,0,0,0,0,0,0,0,0,3,4,10,3,0,3,2,0,0,0,0,0,0,0,0,5,15,0,1,12,15,1,4,3,1,0,0,6,3,4,0,0,0,0,airplanes
0,7,4,11,0,4,1,7,3,4,10,7,15,5,11,6,0,11,0,15,0,0,0,0,0,2,4,4,13,2,0,6,3,0,1,6,9,3,0,0,0,2,13,1,0,4,13,0,5,2,0,0,15,2,15,4,9,3,12,15,airplanes
0,5,1,8,0,6,0,6,2,1,5,12,15,3,15,4,0,11,0,15,0,0,0,0,0,0,3,4,6,3,0,6,2,0,0,0,15,0,0,4,15,6,15,1,1,5,7,0,1,0,0,0,4,1,10,4,0,0,0,0,airplanes
0,6,2,14,1,0,0,4,1,4,13,5,3,11,15,3,0,8,0,14,0,0,0,0,0,2,2,2,6,2,0,3,0,0,0,5,10,2,0,0,0,0,0,0,0,11,15,1,4,2,1,0,15,0,15,3,11,2,15,5,airplanes
0,7,1,10,0,7,1,8,2,1,10,13,8,8,15,9,1,6,0,7,0,0,0,0,0,1,7,4,10,4,0,6,1,1,0,9,11,2,0,0,12,6,15,1,1,4,8,0,1,1,0,1,14,1,9,1,15,4,10,8,airplanes
1,8,2,10,0,13,3,7,3,1,9,10,15,12,15,7,0,6,0,12,9,0,4,0,5,1,5,7,11,6,0,6,3,0,0,2,2,2,0,0,0,6,13,1,0,5,10,1,1,0,0,0,0,1,11,2,2,3,1,10,airplanes
0,6,5,11,0,1,6,5,4,2,10,4,3,11,15,3,0,9,0,15,15,0,1,0,3,0,2,5,13,3,1,6,4,0,0,1,14,1,0,2,2,4,3,7,0,4,8,0,2,4,0,0,2,4,7,7,15,1,9,7,airplanes
0,5,1,11,0,3,2,3,0,1,15,5,15,1,4,1,0,4,0,15,1,1,0,0,0,1,2,2,5,2,0,4,0,0,0,0,15,0,0,0,0,3,15,4,0,6,9,1,1,0,0,0,15,0,15,4,1,0,15,0,airplanes
0,4,1,7,0,7,0,4,0,1,9,15,4,3,15,5,0,0,0,0,0,0,0,0,0,0,1,3,5,1,0,5,0,0,0,0,11,2,0,0,0,4,15,0,0,3,6,0,2,0,0,0,0,0,0,2,6,0,9,0,airplanes
0,4,0,8,0,2,0,4,1,0,8,0,15,6,10,5,1,4,0,5,0,0,0,0,15,3,6,2,5,1,0,4,0,0,0,2,15,2,0,15,10,4,15,0,0,3,5,0,0,3,0,0,15,0,4,1,8,0,15,0,airplanes
1,3,3,12,0,4,2,4,1,4,15,1,15,2,12,1,0,0,0,15,0,0,0,0,0,3,7,4,5,3,0,4,1,0,0,8,8,2,0,0,0,6,6,3,1,2,9,1,4,0,0,0,15,1,15,2,0,0,15,0,airplanes
0,5,2,10,0,5,3,6,2,1,10,8,15,1,15,3,0,0,0,0,0,0,0,0,0,1,2,3,9,4,0,6,2,0,0,4,15,4,0,0,0,0,8,0,0,3,7,0,2,0,0,0,0,0,0,4,15,6,10,4,airplanes
1,4,1,6,1,7,2,4,0,3,9,15,15,4,15,3,0,0,0,0,0,0,0,0,0,0,2,3,6,2,0,4,0,0,0,0,0,0,0,0,0,11,15,3,1,10,14,2,3,1,0,0,0,0,3,8,0,0,0,0,airplanes
1,5,1,11,1,5,2,4,1,3,13,7,15,3,13,4,0,0,0,15,0,0,0,0,0,0,2,4,8,2,1,4,1,1,0,0,15,0,0,0,0,5,15,0,0,8,13,0,3,5,1,0,15,6,14,3,15,3,9,0,airplanes
0,5,1,11,0,2,0,6,1,2,10,1,3,4,9,2,0,15,0,0,0,0,0,0,0,0,1,3,8,3,0,7,1,0,0,0,0,0,0,0,0,2,15,0,1,4,8,0,1,6,2,0,0,0,0,3,7,4,12,6,airplanes
1,5,2,9,0,6,4,5,2,2,10,4,12,7,13,5,0,2,1,3,0,0,0,0,0,1,1,3,6,1,0,5,2,0,0,5,15,0,0,0,0,2,15,5,0,6,9,1,1,1,0,0,0,2,15,6,0,0,0,0,airplanes
0,4,4,9,0,4,3,5,6,6,10,13,8,3,15,4,0,8,0,8,12,0,2,0,4,0,3,2,6,1,0,4,0,0,0,2,11,8,0,2,15,2,15,0,0,4,12,1,1,9,0,0,15,3,6,3,15,7,12,8,airplanes
0,5,2,9,0,2,3,7,4,2,10,15,8,9,15,9,0,7,0,15,15,0,3,0,7,0,5,9,15,5,1,9,2,0,0,2,7,6,0,2,15,0,0,0,0,4,5,0,0,5,0,0,10,5,15,3,8,8,5,8,airplanes
0,4,2,9,0,4,3,4,2,2,12,4,15,0,5,5,1,6,0,15,0,0,0,0,0,0,0,4,11,2,0,3,2,0,0,15,5,0,0,0,0,5,15,0,0,2,5,0,0,0,0,0,15,6,15,1,0,0,15,0,airplanes
0,4,1,9,0,4,2,4,1,1,9,1,15,2,15,3,0,0,0,15,0,0,0,0,0,1,2,3,5,2,0,4,1,0,0,0,0,0,0,0,0,11,13,4,1,2,3,0,1,0,0,0,15,0,15,0,0,0,15,0,airplanes
0,6,1,8,0,4,1,7,3,2,9,8,5,7,15,5,0,8,0,12,5,0,3,0,5,1,3,2,9,2,0,5,1,0,0,10,15,3,0,3,15,4,15,1,0,2,7,0,1,2,1,0,4,2,9,6,15,2,9,8,airplanes
0,6,3,10,0,10,1,5,2,5,11,6,8,4,15,3,0,12,0,9,0,0,0,0,0,0,2,2,6,2,0,4,1,0,0,4,12,3,0,12,12,7,15,2,0,3,6,0,2,5,0,0,11,3,5,5,8,4,4,5,airplanes
1,4,2,11,0,2,2,4,1,3,12,0,1,3,12,2,0,15,0,12,0,0,0,0,0,1,4,4,6,4,0,4,1,0,0,0,5,0,0,0,0,5,10,2,0,9,13,2,4,6,0,0,0,4,12,7,0,0,0,0,airplanes
0,4,0,7,0,5,1,4,1,0,7,4,15,8,15,2,0,1,0,15,0,0,0,0,0,0,2,2,4,2,0,4,1,0,0,0,0,0,0,0,0,7,15,1,0,2,4,0,0,2,0,0,0,0,7,2,0,0,0,0,airplanes
0,5,4,13,0,4,6,4,2,4,13,13,12,4,15,3,0,15,0,13,14,0,8,0,12,0,2,3,11,2,0,5,4,1,0,1,15,1,0,3,11,1,0,15,0,6,14,0,3,9,0,0,14,15,11,6,15,1,12,8,airplanes
0,7,1,9,0,6,0,7,2,2,10,8,15,6,15,3,0,1,1,14,0,0,0,0,0,1,6,6,13,3,0,7,2,0,4,15,11,6,0,0,0,1,15,0,0,12,15,2,3,7,0,0,0,0,8,2,0,4,1,0,airplanes
0,7,6,11,0,1,8,7,6,6,11,2,0,7,15,7,0,6,0,12,1,0,8,0,9,0,3,7,14,2,0,6,5,0,0,6,6,4,0,3,4,3,4,5,0,12,15,0,8,6,0,0,0,1,9,8,15,3,9,5,airplanes
1,7,4,13,0,3,1,7,5,4,11,8,4,3,15,7,0,11,1,15,0,0,0,0,0,1,5,5,9,2,0,6,5,0,0,6,9,4,0,0,0,4,14,0,0,8,15,1,4,3,1,0,15,3,15,5,10,4,10,9,airplanes
0,5,2,11,0,4,1,5,3,1,13,15,5,2,15,2,1,11,1,5,2,0,10,0,0,0,3,2,6,2,0,6,1,0,0,1,6,4,0,0,0,3,15,4,0,2,5,0,0,3,0,0,15,1,15,8,4,4,15,6,airplanes
0,8,5,12,0,8,6,6,5,3,11,7,11,4,15,8,0,6,0,15,15,2,12,1,11,0,1,4,11,3,0,7,2,0,0,3,10,10,1,7,8,4,3,4,0,5,15,0,4,3,1,2,15,0,15,3,6,2,12,6,airplanes
0,4,2,11,0,2,1,3,2,3,14,11,8,3,15,4,0,0,0,0,0,0,0,0,0,1,2,3,7,1,0,3,1,0,0,0,15,2,0,0,0,5,14,3,0,6,15,1,4,1,4,0,15,0,15,2,2,0,15,1,airplanes
0,8,1,10,0,7,0,5,2,2,11,7,7,10,15,1,0,6,0,4,0,0,10,0,5,0,7,4,9,3,0,5,2,0,0,4,2,2,0,6,15,1,15,0,0,6,9,0,1,1,0,0,7,2,2,3,6,3,6,6,airplanes
0,7,2,11,0,7,1,6,2,2,11,0,0,0,15,5,0,10,0,3,0,0,0,0,0,0,11,3,5,4,0,7,0,0,0,6,15,4,0,0,0,6,12,1,1,4,8,0,0,3,0,0,0,1,15,5,13,3,11,9,airplanes
1,4,2,7,0,6,1,4,4,3,10,15,14,2,14,5,0,0,0,0,3,1,1,0,4,0,1,2,10,3,0,4,5,0,0,0,0,0,0,0,0,3,15,0,0,5,15,1,2,1,1,0,2,2,6,3,15,1,12,2,airplanes
0,6,4,11,0,7,3,5,5,6,10,15,6,9,15,4,0,12,0,5,0,0,2,0,10,0,5,3,7,2,0,6,2,0,0,4,12,8,0,3,15,8,13,4,0,7,12,1,4,8,0,0,15,3,10,5,10,8,11,9,airplanes
0,6,2,11,0,2,2,4,2,2,11,5,15,5,12,4,0,9,0,15,0,0,0,0,0,0,2,3,6,2,0,4,1,0,0,1,12,1,0,15,0,6,3,6,0,7,11,1,1,1,0,0,15,0,14,7,15,2,10,9,airplanes
1,7,2,12,1,9,2,5,3,2,15,8,7,4,15,7,0,0,0,0,4,0,5,0,6,1,2,6,12,2,0,4,3,0,0,0,0,15,1,9,15,8,9,1,1,8,12,0,0,5,0,1,15,3,15,0,3,0,15,0,airplanes
0,4,1,6,0,5,1,5,0,2,6,0,0,0,0,5,1,3,0,1,15,0,0,0,0,0,1,2,6,2,0,8,0,0,0,4,15,0,8,15,0,3,9,1,1,9,11,0,3,0,0,1,15,4,10,4,15,0,5,0,airplanes
0,6,4,13,0,6,4,4,5,5,13,15,7,8,15,7,0,7,0,2,15,0,6,0,0,1,5,4,15,3,0,4,5,0,0,4,14,5,0,4,15,5,11,3,0,6,13,1,3,6,0,0,15,6,14,4,15,11,15,3,airplanes
0,5,5,11,0,5,6,4,5,5,10,8,6,5,15,5,0,8,0,11,7,0,6,0,4,0,1,3,10,3,1,5,6,1,0,2,12,5,0,6,15,2,15,11,0,6,11,0,6,2,0,0,13,9,13,4,15,1,8,9,airplanes
1,8,3,14,0,8,5,6,3,4,14,12,10,6,15,2,0,7,0,15,6,1,4,1,3,1,8,3,8,2,0,5,3,0,0,4,8,1,0,7,15,9,15,4,2,9,14,0,3,1,0,0,13,4,15,7,9,7,8,15,airplanes
0,5,0,9,0,6,0,3,0,1,10,13,14,4,15,0,0,1,0,15,0,0,0,0,0,0,7,2,4,1,0,2,0,0,0,7,15,2,0,0,0,0,15,0,0,3,6,0,0,3,0,0,15,0,14,2,8,6,7,15,airplanes
0,5,3,9,0,4,3,6,4,5,10,10,7,6,15,3,0,4,0,13,15,0,2,0,6,0,3,3,14,1,0,5,6,0,0,4,6,2,0,2,15,2,15,2,0,4,9,0,3,4,0,0,13,3,9,6,11,3,7,14,airplanes
0,4,3,7,0,3,2,4,3,4,8,15,8,4,15,6,5,6,1,9,15,0,3,0,11,0,3,7,15,2,0,3,5,0,0,3,13,2,0,2,9,4,9,1,0,5,15,1,3,2,1,0,6,4,4,5,6,8,5,9,airplanes
0,4,2,7,0,4,7,5,2,2,9,15,11,2,8,4,0,0,0,15,0,0,0,0,0,0,2,2,8,3,0,5,2,0,0,0,0,0,0,0,0,5,15,8,0,7,9,0,2,1,0,0,0,2,11,2,0,0,0,0,airplanes
0,3,2,10,0,0,0,3,1,2,14,1,15,1,14,3,0,0,0,15,0,0,0,0,0,0,1,4,12,2,0,3,2,0,3,0,15,0,0,0,0,0,8,0,0,3,9,1,3,2,0,0,15,0,15,5,9,0,15,0,airplanes
0,3,0,6,0,3,0,3,0,1,9,15,15,1,15,3,0,0,0,15,0,0,0,0,15,0,0,4,8,2,0,3,0,0,0,8,4,0,0,0,0,6,15,0,1,9,14,1,0,7,1,0,3,0,5,3,0,0,0,0,airplanes
0,4,2,10,0,7,2,4,2,2,12,8,14,2,15,2,0,15,0,0,0,0,0,0,0,0,1,3,5,2,0,4,3,0,0,0,0,0,0,0,0,6,15,4,0,4,8,1,3,1,1,0,0,0,10,6,4,2,4,9,airplanes
1,6,3,11,1,2,4,4,2,5,14,3,15,8,6,3,0,0,0,15,0,0,0,0,0,0,2,8,12,5,1,5,3,1,5,5,0,0,0,0,0,5,7,2,1,6,13,0,1,0,0,0,15,7,8,6,0,15,0,0,airplanes
1,5,2,9,1,5,5,4,2,4,13,11,15,5,15,4,0,0,0,15,0,0,0,0,0,1,1,4,9,3,0,5,2,0,0,0,0,0,0,0,0,6,15,8,0,6,13,1,2,3,0,0,0,1,6,8,0,0,0,0,airplanes
0,5,5,9,0,4,6,4,3,4,9,15,10,4,15,5,0,8,0,7,14,0,3,0,8,0,4,4,15,3,0,3,2,0,0,3,15,4,0,4,11,4,13,4,0,7,15,0,2,3,0,0,5,8,7,5,7,3,7,9,airplanes
0,7,3,10,0,9,3,6,4,3,9,15,8,7,14,5,0,2,0,10,8,1,4,0,4,0,5,7,15,5,0,8,3,0,1,2,11,6,0,7,15,3,15,1,0,4,10,0,2,4,0,1,12,3,15,6,15,3,11,7,airplanes
0,4,3,8,0,5,5,4,5,2,7,15,12,6,15,2,0,5,0,6,15,0,4,0,6,0,3,4,11,2,0,4,3,0,0,2,11,5,0,3,7,5,11,0,0,1,6,0,1,3,0,0,13,3,15,4,8,5,6,10,airplanes
0,4,2,9,0,3,0,4,3,2,9,15,7,5,15,7,0,11,0,10,3,0,4,0,1,1,5,2,7,1,0,2,2,0,0,5,15,2,0,0,15,2,15,0,0,2,8,0,2,1,0,0,15,0,15,2,11,3,7,10,airplanes
0,4,1,7,0,6,5,7,2,0,11,1,15,1,15,2,0,7,0,15,0,0,0,0,0,0,0,7,10,6,1,8,2,1,0,0,0,0,0,0,0,4,15,5,0,2,4,0,0,1,0,0,0,7,7,3,0,0,0,0,airplanes
0,4,1,8,0,5,3,3,0,1,10,1,15,5,14,2,0,0,0,15,0,0,0,0,0,0,2,2,5,1,0,3,0,0,1,0,15,0,0,0,0,10,9,5,1,2,5,0,1,8,1,0,0,1,13,6,0,0,0,0,airplanes
0,4,1,8,0,4,0,4,1,2,10,6,5,3,15,2,0,0,0,0,0,0,0,0,0,0,1,2,5,2,0,4,1,0,0,0,0,0,0,0,0,1,15,0,0,7,15,0,3,0,0,0,0,0,0,2,15,0,0,0,airplanes
0,4,7,10,0,2,10,4,5,2,13,9,15,6,8,5,0,7,1,15,0,0,0,0,0,0,2,4,14,4,0,4,6,0,0,0,0,0,0,0,0,6,3,10,0,5,9,0,3,0,0,0,0,11,1,4,0,0,0,0,airplanes
0,6,6,12,0,7,11,5,5,7,10,8,7,3,15,3,0,13,0,5,4,0,6,0,15,0,4,6,15,2,0,6,5,0,0,3,12,8,0,7,15,7,3,10,0,8,15,0,7,10,0,0,8,15,6,4,9,0,15,2,airplanes
0,4,1,7,0,4,1,2,1,1,10,15,8,2,15,3,0,5,0,6,0,0,5,0,0,0,2,3,9,1,0,2,1,0,0,0,0,0,0,0,15,0,15,0,0,4,9,1,1,3,0,0,6,1,6,4,15,2,9,0,airplanes
1,8,1,9,0,7,1,10,1,1,11,11,8,3,15,4,0,6,1,4,7,0,6,0,6,0,2,9,15,8,0,8,2,0,1,11,9,1,1,9,15,6,6,3,0,6,13,1,1,1,2,0,11,0,9,6,15,0,14,12,airplanes
0,7,3,15,0,0,4,6,2,4,13,2,4,4,15,2,1,1,0,15,0,0,0,0,0,0,4,4,8,3,0,6,1,0,0,2,9,2,0,0,0,0,0,0,0,3,7,0,1,2,0,0,15,8,15,6,5,15,3,6,airplanes
